txn_id,label,fraud_type,labelled_by,labelled_at_ict,confidence
TXN-2000744,legit,,analyst_B,2025-11-03 08:56:03,high
TXN-2017958,legit,,analyst_B,2025-11-03 09:22:30,high
TXN-2007320,legit,,analyst_B,2025-11-03 09:23:47,high
TXN-2020976,legit,,analyst_B,2025-11-03 12:43:19,low
TXN-2002477,legit,,analyst_A,2025-11-03 14:28:45,high
TXN-2004785,legit,,analyst_B,2025-11-03 15:05:47,high
TXN-2011596,legit,,analyst_B,2025-11-03 16:25:15,high
TXN-2001293,legit,,analyst_B,2025-11-03 16:36:51,medium
TXN-2006944,legit,,analyst_B,2025-11-03 17:31:57,medium
TXN-2013669,legit,,analyst_B,2025-11-03 17:48:29,medium
TXN-2008126,legit,,analyst_B,2025-11-03 17:50:05,low
TXN-2012231,legit,,analyst_A,2025-11-03 19:26:12,high
TXN-2010418,legit,,analyst_B,2025-11-03 19:57:06,high
TXN-2024805,legit,,analyst_A,2025-11-03 20:37:51,low
TXN-2018401,legit,,analyst_B,2025-11-03 22:11:38,high
TXN-2017920,legit,,analyst_A,2025-11-03 23:17:35,high
TXN-2022367,legit,,analyst_B,2025-11-04 00:02:56,medium
TXN-2011475,legit,,analyst_B,2025-11-04 00:45:33,medium
TXN-2008848,legit,,analyst_B,2025-11-04 01:18:45,low
TXN-2020789,legit,,analyst_B,2025-11-04 01:38:57,medium
TXN-2017389,legit,,analyst_B,2025-11-04 02:26:16,medium
TXN-2006400,legit,,analyst_B,2025-11-04 03:56:18,medium
TXN-2013760,legit,,analyst_B,2025-11-04 05:42:06,medium
TXN-2009468,legit,,analyst_A,2025-11-04 07:09:30,high
TXN-2005191,legit,,analyst_A,2025-11-04 08:16:08,high
TXN-2004862,legit,,analyst_A,2025-11-04 09:20:26,high
TXN-2005690,legit,,analyst_B,2025-11-04 11:04:09,high
TXN-2008488,legit,,analyst_A,2025-11-04 12:03:09,medium
TXN-2002492,legit,,analyst_A,2025-11-04 12:04:14,low
TXN-2023388,legit,,analyst_A,2025-11-04 13:43:01,high
TXN-2016187,legit,,analyst_B,2025-11-04 18:09:16,medium
TXN-2022853,legit,,analyst_A,2025-11-04 18:12:39,medium
TXN-2005796,legit,,analyst_B,2025-11-04 18:14:24,medium
TXN-2014140,legit,,analyst_B,2025-11-04 18:26:47,high
TXN-2014428,legit,,analyst_B,2025-11-04 20:38:43,low
TXN-2010178,legit,,analyst_A,2025-11-04 22:01:12,high
TXN-2011480,legit,,analyst_B,2025-11-05 01:04:44,high
TXN-2002271,legit,,analyst_A,2025-11-05 03:05:19,high
TXN-2015296,legit,,analyst_A,2025-11-05 03:24:01,medium
TXN-2017660,legit,,analyst_A,2025-11-05 03:27:32,low
TXN-2016123,legit,,analyst_A,2025-11-05 03:32:32,low
TXN-2005421,legit,,analyst_A,2025-11-05 03:33:03,high
TXN-2013303,legit,,analyst_B,2025-11-05 03:40:16,medium
TXN-2000194,legit,,analyst_A,2025-11-05 04:01:28,medium
TXN-2017035,legit,,analyst_A,2025-11-05 04:27:58,medium
TXN-2001907,legit,,analyst_A,2025-11-05 07:15:49,medium
TXN-2002873,legit,,analyst_A,2025-11-05 07:32:43,high
TXN-2022242,legit,,analyst_A,2025-11-05 08:11:12,high
TXN-2004598,legit,,analyst_A,2025-11-05 09:19:47,high
TXN-2004485,legit,,analyst_B,2025-11-05 09:20:41,medium
TXN-2007120,legit,,analyst_B,2025-11-05 10:30:34,low
TXN-2020946,legit,,analyst_B,2025-11-05 10:45:59,medium
TXN-2021098,legit,,analyst_A,2025-11-05 11:42:50,low
TXN-2016386,legit,,analyst_B,2025-11-05 12:55:24,high
TXN-2020553,legit,,analyst_B,2025-11-05 14:11:01,medium
TXN-2018143,legit,,analyst_A,2025-11-05 18:42:22,high
TXN-2024849,legit,,analyst_A,2025-11-05 19:16:44,high
TXN-2015462,legit,,analyst_A,2025-11-05 20:04:35,medium
TXN-2000890,legit,,analyst_A,2025-11-05 22:58:42,medium
TXN-2007384,legit,,analyst_B,2025-11-06 00:11:47,medium
TXN-2018654,legit,,analyst_A,2025-11-06 01:48:40,high
TXN-2022783,legit,,analyst_A,2025-11-06 03:55:15,high
TXN-2007979,legit,,analyst_A,2025-11-06 04:17:59,low
TXN-2011346,legit,,analyst_B,2025-11-06 04:41:41,medium
TXN-2024807,legit,,analyst_B,2025-11-06 05:08:57,medium
TXN-2006841,legit,,analyst_B,2025-11-06 05:55:46,low
TXN-2016907,legit,,analyst_A,2025-11-06 07:05:43,medium
TXN-2002661,legit,,analyst_A,2025-11-06 07:37:43,low
TXN-2016236,legit,,analyst_A,2025-11-06 09:14:23,medium
TXN-2017153,legit,,analyst_A,2025-11-06 09:59:42,medium
TXN-2009095,legit,,analyst_B,2025-11-06 09:59:45,medium
TXN-2002462,legit,,analyst_B,2025-11-06 10:16:25,medium
TXN-2022575,legit,,analyst_A,2025-11-06 12:07:50,low
TXN-2009595,legit,,analyst_A,2025-11-06 12:16:54,high
TXN-2021195,legit,,analyst_A,2025-11-06 14:01:34,medium
TXN-2022066,legit,,analyst_A,2025-11-06 14:08:45,high
TXN-2004269,legit,,analyst_A,2025-11-06 15:32:33,high
TXN-2004373,legit,,analyst_A,2025-11-06 16:25:08,high
TXN-2004931,legit,,analyst_A,2025-11-06 16:35:52,medium
TXN-2000325,legit,,analyst_B,2025-11-06 16:46:07,high
TXN-2010014,legit,,analyst_A,2025-11-06 17:43:48,high
TXN-2007030,legit,,analyst_B,2025-11-06 17:59:57,high
TXN-2010203,legit,,analyst_A,2025-11-06 19:12:13,high
TXN-2018589,legit,,analyst_A,2025-11-06 20:19:32,low
TXN-2021345,legit,,analyst_B,2025-11-06 20:36:04,high
TXN-2019858,legit,,analyst_A,2025-11-06 21:15:07,medium
TXN-2017471,legit,,analyst_B,2025-11-06 22:38:15,high
TXN-2005592,legit,,analyst_A,2025-11-06 23:56:15,high
TXN-2013009,legit,,analyst_B,2025-11-07 00:04:51,high
TXN-2001045,legit,,analyst_A,2025-11-07 00:34:30,medium
TXN-2003390,legit,,analyst_B,2025-11-07 00:48:03,high
TXN-2009816,legit,,analyst_B,2025-11-07 02:52:40,medium
TXN-2012300,legit,,analyst_A,2025-11-07 05:48:32,high
TXN-2001034,legit,,analyst_B,2025-11-07 08:05:19,medium
TXN-2018744,legit,,analyst_A,2025-11-07 09:36:13,low
TXN-2012411,legit,,analyst_A,2025-11-07 11:44:15,medium
TXN-2003828,legit,,analyst_B,2025-11-07 12:26:11,high
TXN-2017529,legit,,analyst_B,2025-11-07 12:28:59,medium
TXN-2021211,legit,,analyst_A,2025-11-07 12:29:47,low
TXN-2014320,legit,,analyst_B,2025-11-07 14:32:19,high
TXN-2013473,legit,,analyst_A,2025-11-07 15:58:33,low
TXN-2016154,legit,,analyst_A,2025-11-07 16:24:41,low
TXN-2021503,legit,,analyst_B,2025-11-07 16:46:05,medium
TXN-2009201,legit,,analyst_A,2025-11-07 18:30:49,medium
TXN-2016386,legit,,analyst_A,2025-11-07 18:55:24,medium
TXN-2011461,legit,,analyst_B,2025-11-07 20:16:43,medium
TXN-2001613,legit,,analyst_B,2025-11-07 20:51:59,low
TXN-2013584,legit,,analyst_A,2025-11-07 21:10:14,medium
TXN-2012015,legit,,analyst_B,2025-11-07 21:15:36,high
TXN-2010103,legit,,analyst_B,2025-11-07 21:15:44,medium
TXN-2011786,legit,,analyst_B,2025-11-07 21:20:26,low
TXN-2022530,legit,,analyst_B,2025-11-07 21:36:24,high
TXN-2005108,legit,,analyst_B,2025-11-07 21:38:50,low
TXN-2000802,legit,,analyst_A,2025-11-07 22:14:12,medium
TXN-2003402,legit,,analyst_B,2025-11-07 22:36:25,high
TXN-2006958,legit,,analyst_B,2025-11-07 22:41:25,medium
TXN-2022497,legit,,analyst_A,2025-11-07 22:44:20,medium
TXN-2018139,legit,,analyst_A,2025-11-07 23:35:47,medium
TXN-2008252,legit,,analyst_A,2025-11-08 01:05:31,low
TXN-2010037,legit,,analyst_A,2025-11-08 01:05:33,low
TXN-2014514,legit,,analyst_B,2025-11-08 01:41:06,medium
TXN-2014507,legit,,analyst_B,2025-11-08 03:31:54,high
TXN-2023584,legit,,analyst_B,2025-11-08 03:42:20,high
TXN-2003614,legit,,analyst_B,2025-11-08 05:19:53,medium
TXN-2000024,legit,,analyst_B,2025-11-08 06:52:49,low
TXN-2008272,legit,,analyst_A,2025-11-08 07:18:42,low
TXN-2005691,legit,,analyst_B,2025-11-08 09:20:52,medium
TXN-2002359,legit,,analyst_A,2025-11-08 10:27:44,low
TXN-2024209,legit,,analyst_A,2025-11-08 12:11:24,medium
TXN-2017777,legit,,analyst_A,2025-11-08 13:45:13,low
TXN-2002531,legit,,analyst_A,2025-11-08 14:51:44,high
TXN-2012614,legit,,analyst_B,2025-11-08 17:30:44,medium
TXN-2020731,legit,,analyst_B,2025-11-08 18:16:35,medium
TXN-2015953,legit,,analyst_A,2025-11-08 18:58:06,medium
TXN-2005671,legit,,analyst_B,2025-11-08 19:09:37,high
TXN-2019054,legit,,analyst_B,2025-11-08 20:34:30,high
TXN-2021625,legit,,analyst_A,2025-11-08 21:20:34,low
TXN-2019962,legit,,analyst_B,2025-11-08 22:23:58,medium
TXN-2013553,legit,,analyst_A,2025-11-08 23:34:29,low
TXN-2004257,legit,,analyst_A,2025-11-09 00:46:57,high
TXN-2019916,legit,,analyst_A,2025-11-09 02:29:40,medium
TXN-2024017,legit,,analyst_A,2025-11-09 03:06:33,medium
TXN-2024748,legit,,analyst_A,2025-11-09 04:28:44,low
TXN-2019273,legit,,analyst_B,2025-11-09 05:09:15,high
TXN-2009780,legit,,analyst_A,2025-11-09 06:25:43,high
TXN-2001221,legit,,analyst_B,2025-11-09 08:04:19,medium
TXN-2004620,legit,,analyst_A,2025-11-09 09:10:53,medium
TXN-2024384,legit,,analyst_A,2025-11-09 09:14:22,medium
TXN-2016144,legit,,analyst_B,2025-11-09 09:41:44,high
TXN-2001944,legit,,analyst_B,2025-11-09 11:13:08,high
TXN-2007307,legit,,analyst_B,2025-11-09 11:42:06,high
TXN-2011197,legit,,analyst_A,2025-11-09 11:59:30,medium
TXN-2017806,legit,,analyst_A,2025-11-09 12:01:37,high
TXN-2021099,legit,,analyst_B,2025-11-09 12:07:56,medium
TXN-2015115,legit,,analyst_A,2025-11-09 12:39:11,high
TXN-2007663,legit,,analyst_B,2025-11-09 12:48:18,high
TXN-2003063,legit,,analyst_B,2025-11-09 13:24:25,medium
TXN-2018912,legit,,analyst_B,2025-11-09 13:57:03,low
TXN-2015694,legit,,analyst_A,2025-11-09 14:36:58,medium
TXN-2015932,legit,,analyst_A,2025-11-09 15:05:27,high
TXN-2010182,legit,,analyst_B,2025-11-09 15:22:25,medium
TXN-2018414,legit,,analyst_A,2025-11-09 16:23:16,high
TXN-2010603,legit,,analyst_A,2025-11-09 16:26:27,low
TXN-2012246,legit,,analyst_A,2025-11-09 18:00:51,high
TXN-2018070,legit,,analyst_B,2025-11-09 18:49:40,low
TXN-2022146,legit,,analyst_B,2025-11-09 19:46:48,medium
TXN-2003234,legit,,analyst_B,2025-11-09 19:58:01,low
TXN-2017263,legit,,analyst_B,2025-11-09 21:43:26,high
TXN-2009586,legit,,analyst_B,2025-11-09 22:36:09,low
TXN-2008315,legit,,analyst_B,2025-11-09 23:23:43,low
TXN-2006859,legit,,analyst_B,2025-11-10 00:23:46,high
TXN-2007191,legit,,analyst_B,2025-11-10 01:45:29,high
TXN-2012508,legit,,analyst_A,2025-11-10 02:30:15,medium
TXN-2021497,legit,,analyst_A,2025-11-10 02:42:45,medium
TXN-2023376,legit,,analyst_B,2025-11-10 03:34:44,medium
TXN-2021373,legit,,analyst_A,2025-11-10 05:19:23,medium
TXN-2016344,legit,,analyst_A,2025-11-10 05:40:59,low
TXN-2003509,legit,,analyst_B,2025-11-10 07:11:48,high
TXN-2024340,legit,,analyst_A,2025-11-10 09:00:55,low
TXN-2006413,legit,,analyst_B,2025-11-10 11:15:18,high
TXN-2000011,legit,,analyst_B,2025-11-10 11:15:27,high
TXN-2005525,legit,,analyst_A,2025-11-10 12:24:48,medium
TXN-2024538,legit,,analyst_A,2025-11-10 12:26:29,medium
TXN-2004575,legit,,analyst_B,2025-11-10 12:35:38,high
TXN-2014514,legit,,analyst_A,2025-11-10 12:41:06,high
TXN-2019436,legit,,analyst_B,2025-11-10 13:10:31,medium
TXN-2019733,legit,,analyst_B,2025-11-10 14:56:53,low
TXN-2009251,legit,,analyst_A,2025-11-10 15:52:36,medium
TXN-2017861,legit,,analyst_A,2025-11-10 16:00:38,low
TXN-2019004,legit,,analyst_A,2025-11-10 19:19:15,low
TXN-2003101,legit,,analyst_B,2025-11-10 21:41:19,high
TXN-2022309,legit,,analyst_A,2025-11-10 22:36:42,high
TXN-2020329,legit,,analyst_B,2025-11-11 00:06:22,medium
TXN-2018471,fraud,account_takeover,analyst_B,2025-11-11 01:20:15,low
TXN-2012845,legit,,analyst_A,2025-11-11 01:21:15,medium
TXN-2006418,legit,,analyst_B,2025-11-11 03:17:35,high
TXN-2019168,legit,,analyst_A,2025-11-11 03:35:42,medium
TXN-2013968,legit,,analyst_B,2025-11-11 04:02:45,low
TXN-2013397,legit,,analyst_A,2025-11-11 04:21:47,medium
TXN-2003264,legit,,analyst_B,2025-11-11 06:33:06,low
TXN-2001991,legit,,analyst_A,2025-11-11 06:34:59,medium
TXN-2009401,legit,,analyst_A,2025-11-11 06:51:30,high
TXN-2017520,legit,,analyst_A,2025-11-11 07:08:30,high
TXN-2005390,legit,,analyst_A,2025-11-11 07:14:04,medium
TXN-2019265,legit,,analyst_B,2025-11-11 07:28:04,low
TXN-2023896,legit,,analyst_B,2025-11-11 09:35:23,high
TXN-2003374,legit,,analyst_A,2025-11-11 11:13:35,low
TXN-2010161,legit,,analyst_A,2025-11-11 11:16:27,low
TXN-2012046,legit,,analyst_A,2025-11-11 11:16:28,medium
TXN-2017394,legit,,analyst_B,2025-11-11 12:50:04,high
TXN-2001902,legit,,analyst_B,2025-11-11 13:14:02,medium
TXN-2004599,legit,,analyst_A,2025-11-11 14:08:00,medium
TXN-2008574,legit,,analyst_A,2025-11-11 14:30:19,medium
TXN-2014389,legit,,analyst_B,2025-11-11 15:31:29,high
TXN-2022783,legit,,analyst_B,2025-11-11 15:55:15,medium
TXN-2009549,legit,,analyst_B,2025-11-11 16:30:50,medium
TXN-2017829,legit,,analyst_A,2025-11-11 17:20:55,medium
TXN-2013455,legit,,analyst_B,2025-11-11 17:36:14,low
TXN-2006086,legit,,analyst_B,2025-11-11 18:28:01,high
TXN-2014106,legit,,analyst_B,2025-11-11 19:24:18,medium
TXN-2023272,legit,,analyst_A,2025-11-11 19:24:55,high
TXN-2019405,legit,,analyst_A,2025-11-11 20:42:41,low
TXN-2016188,legit,,analyst_A,2025-11-11 22:00:25,medium
TXN-2019183,legit,,analyst_A,2025-11-11 22:09:54,high
TXN-2020636,legit,,analyst_A,2025-11-11 22:17:32,low
TXN-2018114,legit,,analyst_A,2025-11-11 22:40:42,medium
TXN-2007798,legit,,analyst_B,2025-11-11 23:19:03,low
TXN-2018062,legit,,analyst_A,2025-11-11 23:23:31,high
TXN-2023752,legit,,analyst_A,2025-11-11 23:34:49,low
TXN-2003661,legit,,analyst_B,2025-11-12 00:38:06,low
TXN-2017777,legit,,analyst_B,2025-11-12 00:45:13,medium
TXN-2016179,legit,,analyst_B,2025-11-12 01:36:16,high
TXN-2002137,legit,,analyst_A,2025-11-12 01:57:51,high
TXN-2012971,legit,,analyst_B,2025-11-12 02:02:04,high
TXN-2019074,legit,,analyst_A,2025-11-12 02:40:20,medium
TXN-2012031,legit,,analyst_A,2025-11-12 03:47:27,low
TXN-2014413,legit,,analyst_A,2025-11-12 04:56:06,low
TXN-2005227,legit,,analyst_B,2025-11-12 06:54:30,high
TXN-2001186,legit,,analyst_A,2025-11-12 07:16:00,low
TXN-2018732,legit,,analyst_B,2025-11-12 07:21:25,high
TXN-2023084,legit,,analyst_B,2025-11-12 07:29:27,low
TXN-2013477,legit,,analyst_A,2025-11-12 07:37:03,high
TXN-2014227,legit,,analyst_B,2025-11-12 08:26:37,low
TXN-2020960,legit,,analyst_B,2025-11-12 10:53:58,low
TXN-2018948,legit,,analyst_B,2025-11-12 11:34:07,low
TXN-2004841,legit,,analyst_A,2025-11-12 12:36:20,medium
TXN-2001017,legit,,analyst_A,2025-11-12 13:09:13,high
TXN-2007969,legit,,analyst_B,2025-11-12 14:22:41,high
TXN-2016024,legit,,analyst_B,2025-11-12 15:59:10,low
TXN-2017973,legit,,analyst_A,2025-11-12 16:01:10,high
TXN-2019735,legit,,analyst_A,2025-11-12 16:47:19,low
TXN-2024505,legit,,analyst_B,2025-11-12 20:03:22,high
TXN-2024731,legit,,analyst_A,2025-11-12 21:47:25,high
TXN-2018080,legit,,analyst_B,2025-11-12 23:48:44,high
TXN-2002783,legit,,analyst_A,2025-11-13 00:11:59,medium
TXN-2019804,legit,,analyst_B,2025-11-13 00:24:45,medium
TXN-2023211,legit,,analyst_A,2025-11-13 00:28:04,medium
TXN-2010233,legit,,analyst_B,2025-11-13 01:06:41,high
TXN-2011940,legit,,analyst_B,2025-11-13 01:41:52,medium
TXN-2016913,legit,,analyst_B,2025-11-13 01:55:35,high
TXN-2019036,legit,,analyst_A,2025-11-13 02:44:51,medium
TXN-2011505,legit,,analyst_B,2025-11-13 05:06:25,medium
TXN-2017296,legit,,analyst_B,2025-11-13 05:30:48,medium
TXN-2020744,legit,,analyst_A,2025-11-13 05:38:23,medium
TXN-2005324,legit,,analyst_A,2025-11-13 05:43:21,high
TXN-2006174,legit,,analyst_B,2025-11-13 06:25:28,medium
TXN-2007140,legit,,analyst_A,2025-11-13 07:05:00,low
TXN-2006917,legit,,analyst_B,2025-11-13 07:09:21,medium
TXN-2006774,legit,,analyst_A,2025-11-13 07:14:04,high
TXN-2005465,legit,,analyst_A,2025-11-13 07:27:27,medium
TXN-2008659,legit,,analyst_B,2025-11-13 07:47:09,medium
TXN-2022984,legit,,analyst_B,2025-11-13 07:51:56,low
TXN-2010682,legit,,analyst_A,2025-11-13 08:00:50,high
TXN-2011391,legit,,analyst_B,2025-11-13 08:02:18,low
TXN-2008465,legit,,analyst_B,2025-11-13 08:38:03,medium
TXN-2006774,legit,,analyst_B,2025-11-13 09:14:04,medium
TXN-2012835,legit,,analyst_A,2025-11-13 11:24:26,low
TXN-2017302,legit,,analyst_A,2025-11-13 12:49:32,high
TXN-2020409,legit,,analyst_A,2025-11-13 13:58:05,medium
TXN-2022415,legit,,analyst_A,2025-11-13 14:51:05,medium
TXN-2015873,legit,,analyst_A,2025-11-13 17:15:57,medium
TXN-2006777,legit,,analyst_A,2025-11-13 18:32:33,low
TXN-2005045,legit,,analyst_A,2025-11-13 18:38:11,low
TXN-2008224,legit,,analyst_B,2025-11-13 19:01:24,high
TXN-2010193,legit,,analyst_A,2025-11-13 19:25:39,high
TXN-2013521,legit,,analyst_A,2025-11-13 20:05:09,high
TXN-2021569,legit,,analyst_B,2025-11-13 20:33:16,low
TXN-2015856,legit,,analyst_B,2025-11-13 21:36:39,high
TXN-2015424,legit,,analyst_B,2025-11-13 22:51:14,high
TXN-2019313,legit,,analyst_B,2025-11-14 00:06:13,low
TXN-2024347,legit,,analyst_A,2025-11-14 00:34:46,high
TXN-2000042,legit,,analyst_A,2025-11-14 00:54:47,low
TXN-2019718,legit,,analyst_B,2025-11-14 02:09:35,high
TXN-2009842,legit,,analyst_B,2025-11-14 02:33:19,low
TXN-2017649,legit,,analyst_A,2025-11-14 03:09:13,high
TXN-2006504,legit,,analyst_B,2025-11-14 03:20:39,high
TXN-2008174,legit,,analyst_B,2025-11-14 04:33:32,low
TXN-2006256,legit,,analyst_B,2025-11-14 05:25:55,medium
TXN-2009161,legit,,analyst_B,2025-11-14 05:42:11,high
TXN-2013895,legit,,analyst_B,2025-11-14 06:27:47,high
TXN-2022650,legit,,analyst_A,2025-11-14 06:44:42,low
TXN-2004520,legit,,analyst_A,2025-11-14 07:03:18,high
TXN-2005836,legit,,analyst_A,2025-11-14 08:50:14,high
TXN-2015044,legit,,analyst_A,2025-11-14 08:51:34,low
TXN-2011477,legit,,analyst_B,2025-11-14 11:21:45,medium
TXN-2001963,legit,,analyst_B,2025-11-14 11:28:17,high
TXN-2002037,legit,,analyst_A,2025-11-14 13:10:31,medium
TXN-2021752,legit,,analyst_B,2025-11-14 13:30:48,high
TXN-2023563,legit,,analyst_A,2025-11-14 15:02:43,low
TXN-2021997,legit,,analyst_B,2025-11-14 16:03:32,low
TXN-2019691,legit,,analyst_A,2025-11-14 16:04:56,high
TXN-2018497,legit,,analyst_A,2025-11-14 16:33:38,high
TXN-2020154,legit,,analyst_A,2025-11-14 18:02:01,medium
TXN-2007871,legit,,analyst_A,2025-11-14 18:13:33,high
TXN-2020373,legit,,analyst_B,2025-11-14 18:24:50,medium
TXN-2008826,legit,,analyst_A,2025-11-14 18:42:42,medium
TXN-2007195,legit,,analyst_A,2025-11-14 18:57:08,medium
TXN-2005044,legit,,analyst_B,2025-11-14 19:09:48,medium
TXN-2009381,legit,,analyst_A,2025-11-14 19:11:36,medium
TXN-2010242,legit,,analyst_A,2025-11-14 19:23:04,high
TXN-2016298,legit,,analyst_A,2025-11-14 19:58:24,low
TXN-2011167,legit,,analyst_A,2025-11-14 21:02:18,high
TXN-2014653,legit,,analyst_A,2025-11-14 22:02:40,medium
TXN-2001727,legit,,analyst_B,2025-11-14 23:15:49,high
TXN-2018890,legit,,analyst_B,2025-11-15 00:20:10,medium
TXN-2011638,legit,,analyst_A,2025-11-15 00:56:53,high
TXN-2019365,legit,,analyst_B,2025-11-15 00:59:00,medium
TXN-2016473,legit,,analyst_A,2025-11-15 01:35:06,high
TXN-2020418,legit,,analyst_A,2025-11-15 02:40:57,high
TXN-2002599,legit,,analyst_A,2025-11-15 04:43:10,medium
TXN-2012388,legit,,analyst_B,2025-11-15 05:06:17,high
TXN-2020581,legit,,analyst_A,2025-11-15 06:19:03,high
TXN-2024446,legit,,analyst_A,2025-11-15 06:27:12,high
TXN-2018320,legit,,analyst_B,2025-11-15 06:56:36,medium
TXN-2011779,legit,,analyst_B,2025-11-15 07:40:21,low
TXN-2010846,legit,,analyst_A,2025-11-15 08:24:58,low
TXN-2013732,legit,,analyst_A,2025-11-15 09:42:15,low
TXN-2023817,legit,,analyst_B,2025-11-15 09:44:51,high
TXN-2003761,legit,,analyst_B,2025-11-15 10:08:31,medium
TXN-2010487,legit,,analyst_B,2025-11-15 10:54:02,low
TXN-2012490,legit,,analyst_B,2025-11-15 12:15:26,low
TXN-2022286,legit,,analyst_B,2025-11-15 13:10:13,medium
TXN-2021590,legit,,analyst_B,2025-11-15 13:39:05,medium
TXN-2005980,legit,,analyst_A,2025-11-15 14:15:03,medium
TXN-2008135,legit,,analyst_B,2025-11-15 14:23:41,high
TXN-2022749,legit,,analyst_B,2025-11-15 14:41:14,high
TXN-2002586,legit,,analyst_A,2025-11-15 15:25:45,medium
TXN-2012262,legit,,analyst_B,2025-11-15 15:50:27,medium
TXN-2002805,legit,,analyst_B,2025-11-15 16:50:22,medium
TXN-2018139,legit,,analyst_B,2025-11-15 18:35:47,low
TXN-2008065,legit,,analyst_A,2025-11-15 18:44:34,medium
TXN-2024036,legit,,analyst_A,2025-11-15 19:49:25,medium
TXN-2005021,legit,,analyst_A,2025-11-15 21:08:36,high
TXN-2018785,legit,,analyst_A,2025-11-15 21:21:42,medium
TXN-2016629,legit,,analyst_A,2025-11-15 21:42:32,low
TXN-2011594,legit,,analyst_A,2025-11-15 22:30:48,medium
TXN-2022253,legit,,analyst_A,2025-11-15 22:36:24,medium
TXN-2005629,legit,,analyst_B,2025-11-15 22:51:52,high
TXN-2020362,legit,,analyst_A,2025-11-15 23:44:20,low
TXN-2012169,legit,,analyst_B,2025-11-16 01:08:55,low
TXN-2001765,legit,,analyst_A,2025-11-16 02:26:23,medium
TXN-2001276,legit,,analyst_B,2025-11-16 04:20:43,high
TXN-2014157,legit,,analyst_B,2025-11-16 05:23:34,high
TXN-2015857,legit,,analyst_B,2025-11-16 05:47:12,low
TXN-2008835,legit,,analyst_B,2025-11-16 05:50:44,medium
TXN-2021625,legit,,analyst_B,2025-11-16 06:20:34,medium
TXN-2014249,legit,,analyst_A,2025-11-16 07:07:19,low
TXN-2023927,legit,,analyst_B,2025-11-16 08:20:14,medium
TXN-2024691,legit,,analyst_B,2025-11-16 08:57:35,high
TXN-2018646,legit,,analyst_B,2025-11-16 09:20:35,high
TXN-2021457,legit,,analyst_B,2025-11-16 09:29:17,medium
TXN-2013030,legit,,analyst_B,2025-11-16 10:32:59,low
TXN-2023507,legit,,analyst_B,2025-11-16 11:25:01,low
TXN-2004571,legit,,analyst_A,2025-11-16 14:38:59,high
TXN-2009338,legit,,analyst_B,2025-11-16 14:57:10,low
TXN-2019708,legit,,analyst_B,2025-11-16 17:00:16,high
TXN-2024163,legit,,analyst_B,2025-11-16 17:50:50,high
TXN-2004824,legit,,analyst_A,2025-11-16 18:03:51,medium
TXN-2007376,legit,,analyst_B,2025-11-16 18:18:53,low
TXN-2022184,legit,,analyst_B,2025-11-16 18:40:13,medium
TXN-2023665,legit,,analyst_A,2025-11-16 21:45:40,medium
TXN-2000165,legit,,analyst_B,2025-11-16 21:48:14,low
TXN-2014355,legit,,analyst_A,2025-11-16 22:17:52,medium
TXN-2017683,legit,,analyst_A,2025-11-16 22:30:07,low
TXN-2007052,legit,,analyst_A,2025-11-16 23:54:31,medium
TXN-2017251,legit,,analyst_B,2025-11-17 01:42:27,high
TXN-2001559,legit,,analyst_A,2025-11-17 02:07:51,high
TXN-2019786,legit,,analyst_A,2025-11-17 02:15:38,medium
TXN-2002437,legit,,analyst_A,2025-11-17 02:57:06,medium
TXN-2002245,legit,,analyst_A,2025-11-17 04:32:43,medium
TXN-2007764,legit,,analyst_B,2025-11-17 04:54:49,medium
TXN-2012495,legit,,analyst_A,2025-11-17 05:16:04,medium
TXN-2004957,legit,,analyst_A,2025-11-17 07:57:20,high
TXN-2015054,legit,,analyst_B,2025-11-17 09:30:25,high
TXN-2001425,legit,,analyst_A,2025-11-17 09:36:48,medium
TXN-2006310,legit,,analyst_A,2025-11-17 10:31:30,high
TXN-2001326,legit,,analyst_A,2025-11-17 12:23:41,medium
TXN-2021682,legit,,analyst_B,2025-11-17 13:05:40,high
TXN-2002564,legit,,analyst_A,2025-11-17 13:58:34,low
TXN-2017554,legit,,analyst_A,2025-11-17 14:03:13,medium
TXN-2012418,legit,,analyst_B,2025-11-17 15:22:30,high
TXN-2003790,legit,,analyst_A,2025-11-17 17:02:39,medium
TXN-2011334,legit,,analyst_A,2025-11-17 18:27:53,medium
TXN-2002288,legit,,analyst_B,2025-11-17 19:14:03,high
TXN-2009899,legit,,analyst_A,2025-11-17 23:21:35,high
TXN-2012098,legit,,analyst_B,2025-11-17 23:51:36,high
TXN-2012873,legit,,analyst_B,2025-11-18 00:01:04,medium
TXN-2010840,legit,,analyst_A,2025-11-18 00:09:11,medium
TXN-2009638,legit,,analyst_B,2025-11-18 01:19:50,medium
TXN-2009423,legit,,analyst_B,2025-11-18 02:21:00,medium
TXN-2018307,legit,,analyst_B,2025-11-18 03:52:48,medium
TXN-2005505,legit,,analyst_A,2025-11-18 05:11:34,high
TXN-2000004,legit,,analyst_B,2025-11-18 05:17:44,medium
TXN-2018640,legit,,analyst_A,2025-11-18 05:23:04,low
TXN-2016458,legit,,analyst_A,2025-11-18 07:45:44,low
TXN-2001274,legit,,analyst_A,2025-11-18 08:01:13,high
TXN-2005455,legit,,analyst_A,2025-11-18 08:30:31,medium
TXN-2011769,legit,,analyst_A,2025-11-18 08:48:57,high
